C52815,Tuesday,6:00 AM - 11:00 PM,,Toddler 1,35,30,CCCAP Subsidy
C52815,Wednesday,6:00 AM - 11:00 PM,,Toddler 2,35,30,Accepted
C52815,Thursday,6:00 AM - 11:00 PM,,Preschool 1,35,30,Acceditations
C52815,Friday,6:00 AM - 11:00 PM,,Preschool 2,35,30,No
C52815,Saturday,No Information Available,,Preschool 3,35,30,Food Permit
C52815,Sunday,No Information Available,,School Age 1,35,30,No Information Available
C52815,,,,School Age 2,35,30,Transportation
C52815,,,,School Age 3,35,30,No
C52815,,,,,,,
C52815,,,,,,,
,,,,,,,
,,,,,,,
C54518,Day,Time,,Services,FullTime,PartTime,Capacity
C54518,Monday,6:00 AM - 9:00 PM,,Infant 1,28,25,6 Children
C54518,Tuesday,6:00 AM - 9:00 PM,,Toddler 1,28,25,CCCAP Subsidy
C54518,Wednesday,6:00 AM - 9:00 PM,,Toddler 2,28,25,Accepted
C54518,Thursday,6:00 AM - 9:00 PM,,Preschool 1,25,22,Acceditations
C54518,Friday,6:00 AM - 9:00 PM,,Preschool 2,25,22,No
C54518,Saturday,No Information Available,,Preschool 3,25,22,Food Permit
C54518,Sunday,No Information Available,,School Age 1,22,19,No Information Available
C54518,,,,School Age 2,22,19,Transportation
C54518,,,,School Age 3,22,19,No
C54518,,,,,,,
C54518,,,,,,,
,,,,,,,
,,,,,,,
C5455,Day,Time,,Services,FullTime,PartTime,Capacity
C5455,Monday,5:30 AM - 10:00 PM,,Infant 1,25,12.5,6 Children
C5455,Tuesday,5:30 AM - 10:00 PM,,Toddler 1,25,12.5,CCCAP Subsidy
C5455,Wednesday,5:30 AM - 10:00 PM,,Toddler 2,20,10,Accepted
C5455,Thursday,5:30 AM - 10:00 PM,,Preschool 1,20,10,Acceditations
C5455,Friday,5:30 AM - 10:00 PM,,Preschool 2,20,10,No
C5455,Saturday,No Information Available,,Preschool 3,20,10,Food Permit
C5455,Sunday,No Information Available,,School Age 1,20,10,No Information Available
C5455,,,,School Age 2,20,10,Transportation
C5455,,,,,,,No
C5455,,,,,,,
C5455,,,,,,,
,,,,,,,
,,,,,,,
C54605,Day,Time,,Services,FullTime,PartTime,Capacity
C54605,Monday,7:00 AM - 10:00 PM,,Infant 1,22,13,6 Children
C54605,Tuesday,7:00 AM - 10:00 PM,,Toddler 1,22,13,CCCAP Subsidy
C54605,Wednesday,7:00 AM - 10:00 PM,,Toddler 2,22,13,Accepted
C54605,Thursday,7:00 AM - 10:00 PM,,Preschool 1,20,13,Acceditations
C54605,Friday,7:00 AM - 10:00 PM,,Preschool 2,20,13,No
C54605,Saturday,No Information Available,,Preschool 3,19,12,Food Permit
C54605,Sunday,No Information Available,,School Age 1,19,12,No Information Available
C54605,,,,School Age 2,19,12,Transportation
C54605,,,,,,,No
C54605,,,,,,,
C54605,,,,,,,
,,,,,,,
,,,,,,,
C54619,Day,Time,,Services,FullTime,PartTime,Capacity
C54619,Monday,5:00 AM - 11:30 PM,,Infant 1,26,19,6 Children
C54619,Tuesday,5:00 AM - 11:30 PM,,Toddler 1,26,19,CCCAP Subsidy
C54619,Wednesday,5:00 AM - 11:30 PM,,Toddler 2,26,19,Accepted
C54619,Thursday,5:00 AM - 11:30 PM,,Preschool 1,25,18,Acceditations
C54619,Friday,5:00 AM - 11:30 PM,,Preschool 2,25,18,No
C54619,Saturday,No Information Available,,Preschool 3,25,18,Food Permit
C54619,Sunday,No Information Available,,School Age 1,21,15,No Information Available
C54619,,,,School Age 2,21,15,Transportation
C54619,,,,School Age 3,21,15,No
C54619,,,,,,,
C54619,,,,,,,
,,,,,,,
,,,,,,,
C5482,Day,Time,,Services,FullTime,PartTime,Capacity
C5482,Monday,6:00 AM - 9:00 PM,,Infant 1,26,23,6 Children
C5482,Tuesday,6:00 AM - 9:00 PM,,Toddler 1,26,23,CCCAP Subsidy
C5482,Wednesday,6:00 AM - 9:00 PM,,Toddler 2,26,23,Accepted
C5482,Thursday,6:00 AM - 9:00 PM,,Preschool 1,23,20,Acceditations
C5482,Friday,6:00 AM - 9:00 PM,,Preschool 2,23,20,No
C5482,Saturday,No Information Available,,Preschool 3,23,20,Food Permit
C5482,Sunday,No Information Available,,School Age 1,21,18,No Information Available
C5482,,,,School Age 2,21,18,Transportation
C5482,,,,,,,No
C5482,,,,,,,
C5482,,,,,,,
,,,,,,,
,,,,,,,
C54840,Day,Time,,Services,FullTime,PartTime,Capacity
C54840,Monday,6:00 AM - 6:30 PM,,Infant 1,24,20,6 Children
C54840,Tuesday,6:00 AM - 6:30 PM,,Toddler 1,24,20,CCCAP Subsidy
C54840,Wednesday,6:00 AM - 6:30 PM,,Toddler 2,22,19,Accepted
C54840,Thursday,6:00 AM - 6:30 PM,,Preschool 1,22,19,Acceditations
C54840,Friday,6:00 AM - 6:30 PM,,Preschool 2,19,19,No
C54840,Saturday,No Information Available,,Preschool 3,17,15,Food Permit
C54840,Sunday,No Information Available,,School Age 1,17,15,No Information Available
C54840,,,,School Age 2,17,15,Transportation
C54840,,,,,,,No
C54840,,,,,,,
C54840,,,,,,,
,,,,,,,
,,,,,,,
C54855,Day,Time,,No Information Available,,Capacity,
C54855,Monday,6:00 AM - 6:00 PM,,,,6 Children,
C54855,Tuesday,6:00 AM - 6:00 PM,,,,CCCAP Subsidy,
C54855,Wednesday,6:00 AM - 6:00 PM,,,,No,
C54855,Thursday,6:00 AM - 6:00 PM,,,,Acceditations,
C54855,Friday,6:00 AM - 6:00 PM,,,,No,
C54855,Saturday,No Information Available,,,,Food Permit,
C54855,Sunday,No Information Available,,,,No Information Available,
C54855,,,,,,Transportation,
C54855,,,,,,No,
C54855,,,,,,,
C54855,,,,,,,
,,,,,,,
,,,,,,,
C5489,Day,Time,,,,,Capacity
C5489,Monday,7:30 AM - 11:15 PM,,Services,FullTime,PartTime,6 Children
C5489,Tuesday,7:30 AM - 11:15 PM,,Infant 1,28,,CCCAP Subsidy
C5489,Wednesday,7:30 AM - 11:15 PM,,Toddler 1,28,,Accepted
C5489,Thursday,7:30 AM - 11:15 PM,,Toddler 2,26,,Acceditations
C5489,Friday,7:30 AM - 11:15 PM,,Preschool 1,27,,No
C5489,Saturday,7:30 AM - 11:15 PM,,Preschool 2,25,,Food Permit
C5489,Sunday,7:30 AM - 11:15 PM,,Preschool 3,25,,No Information Available
C5489,,,,School Age 1,24,,Transportation
C5489,,,,School Age 2,24,,No
C5489,,,,School Age 3,24,,
C5489,,,,,,,
,,,,,,,
,,,,,,,
C54996,Day,Time,,Services,FullTime,PartTime,6 Children
C54996,Monday,6:30 AM - 10:30 PM,,Infant 1,26,19,CCCAP Subsidy
C54996,Tuesday,6:30 AM - 10:30 PM,,Toddler 1,26,19,Accepted
C54996,Wednesday,6:30 AM - 10:30 PM,,Toddler 2,26,19,Acceditations
C54996,Thursday,6:30 AM - 10:30 PM,,Preschool 1,25,18,No
C54996,Friday,6:30 AM - 10:30 PM,,Preschool 2,25,18,Food Permit
C54996,Saturday,No Information Available,,Preschool 3,25,18,No Information Available
C54996,Sunday,No Information Available,,School Age 1,21,15,Transportation
C54996,,,,School Age 2,21,15,No
C54996,,,,School Age 3,21,15,
C54996,,,,,,,
C54996,,,,,,,
,,,,,,,
,,,,,,,
C5525,Day,Time,,Services,FullTime,PartTime,Capacity
C5525,Monday,7:30 AM - 11:30 PM,,Infant 1,28,28,6 Children
C5525,Tuesday,7:30 AM - 11:30 PM,,Toddler 1,28,28,CCCAP Subsidy
C5525,Wednesday,7:30 AM - 11:30 PM,,Toddler 2,26,26,Accepted
C5525,Thursday,7:30 AM - 11:30 PM,,Preschool 1,27,27,Acceditations
C5525,Friday,7:30 AM - 11:30 PM,,Preschool 2,25,25,No
C5525,Saturday,7:30 AM - 7:30 PM,,Preschool 3,25,25,Food Permit
C5525,Sunday,7:30 AM - 7:00 PM,,School Age 1,24,24,No Information Available
C5525,,,,School Age 2,24,24,Transportation
C5525,,,,School Age 3,24,24,No
C5525,,,,,,,
C5525,,,,,,,
,,,,,,,
,,,,,,,
C5565,Day,Time,,Services,FullTime,PartTime,Capacity
C5565,Monday,6:00 AM - 12:00 AM,,Infant 1,25,18,6 Children
C5565,Tuesday,6:00 AM - 12:00 AM,,Toddler 1,25,18,CCCAP Subsidy
C5565,Wednesday,6:00 AM - 12:00 AM,,Toddler 2,25,18,Accepted
C5565,Thursday,6:00 AM - 12:00 AM,,Preschool 1,24,17,Acceditations
C5565,Friday,6:00 AM - 12:00 AM,,Preschool 2,24,17,No
C5565,Saturday,6:00 AM - 12:00 AM,,Preschool 3,24,17,Food Permit
C5565,Sunday,6:00 AM - 12:00 AM,,School Age 1,20,14,No Information Available
C5565,,,,School Age 2,20,14,Transportation
C5565,,,,School Age 3,20,14,No
C5565,,,,,,,
C5565,,,,,,,
,,,,,,,
,,,,,,,
C5673,Day,Time,,Services,FullTime,PartTime,Capacity
C5673,Monday,7:00 AM - 6:00 PM,,Infant 1,26,,6 Children
C5673,Tuesday,7:00 AM - 6:00 PM,,Toddler 1,26,,CCCAP Subsidy
C5673,Wednesday,7:00 AM - 6:00 PM,,Toddler 2,26,,Accepted
C5673,Thursday,7:00 AM - 6:00 PM,,Preschool 1,26,,Acceditations
C5673,Friday,7:00 AM - 6:00 PM,,Preschool 2,26,,No
C5673,Saturday,No Information Available,,Preschool 3,26,,Food Permit
C5673,Sunday,No Information Available,,School Age 1,26,,No Information Available
C5673,,,,School Age 2,26,,Transportation
C5673,,,,,,,No
C5673,,,,,,,
C5673,,,,,,,
,,,,,,,
,,,,,,,
C5715,Day,Time,,Services,FullTime,PartTime,Capacity
C5715,Monday,5:30 AM - 5:30 PM,,Infant 1,30,30,6 Children
C5715,Tuesday,5:30 AM - 5:30 PM,,Toddler 1,30,30,CCCAP Subsidy
C5715,Wednesday,5:30 AM - 5:30 PM,,Toddler 2,24,24,Accepted
C5715,Thursday,5:30 AM - 5:30 PM,,Preschool 1,24,24,Acceditations
C5715,Friday,5:30 AM - 5:30 PM,,Preschool 2,24,24,No
C5715,Saturday,No Information Available,,Preschool 3,24,24,Food Permit
C5715,Sunday,No Information Available,,School Age 1,24,24,No Information Available
C5715,,,,School Age 2,24,24,Transportation
C5715,,,,School Age 3,24,24,No
C5715,,,,,,,
C5715,,,,,,,
,,,,,,,
,,,,,,,
C5794,Day,Time,,Services,FullTime,PartTime,Capacity
C5794,Monday,6:30 AM - 10:00 PM,,Infant 1,25,23,6 Children
C5794,Tuesday,6:30 AM - 10:00 PM,,Toddler 1,25,23,CCCAP Subsidy
C5794,Wednesday,6:30 AM - 10:00 PM,,Toddler 2,25,23,Accepted
C5794,Thursday,6:30 AM - 10:00 PM,,Preschool 1,25,23,Acceditations
C5794,Friday,6:30 AM - 10:00 PM,,Preschool 2,25,23,No
C5794,Saturday,No Information Available,,Preschool 3,25,23,Food Permit
C5794,Sunday,No Information Available,,School Age 1,20,17,No Information Available
C5794,,,,School Age 2,20,17,Transportation
C5794,,,,,,,No
C5794,,,,,,,
C5794,,,,,,,
,,,,,,,
,,,,,,,
C5796,Day,Time,,Services,FullTime,PartTime,Capacity
C5796,Monday,5:30 AM - 12:00 AM,,Infant 1,25,15,6 Children
C5796,Tuesday,5:30 AM - 12:00 AM,,Toddler 1,23,13,CCCAP Subsidy
C5796,Wednesday,5:30 AM - 12:00 AM,,Toddler 2,22,12,Accepted
C5796,Thursday,5:30 AM - 12:00 AM,,Preschool 1,21,11,Acceditations
C5796,Friday,5:30 AM - 12:00 AM,,Preschool 2,20,10,No
C5796,Saturday,6:00 AM - 4:30 PM,,Preschool 3,17,10,Food Permit
C5796,Sunday,6:00 AM - 4:30 PM,,School Age 1,15,10,No Information Available
C5796,,,,School Age 2,15,10,Transportation
C5796,,,,,,,No
C5796,,,,,,,
C5796,,,,,,,
,,,,,,,
,,,,,,,
C5874,Day,Time,,Services,FullTime,PartTime,Capacity
C5874,Monday,6:00 AM - 11:30 PM,,Infant 1,21,17,6 Children
C5874,Tuesday,6:00 AM - 11:30 PM,,Toddler 1,22,17,CCCAP Subsidy
C5874,Wednesday,6:00 AM - 11:30 PM,,Toddler 2,22,17,Accepted
C5874,Thursday,6:00 AM - 11:30 PM,,Preschool 1,19,17,Acceditations
C5874,Friday,6:00 AM - 11:30 PM,,Preschool 2,17,17,No
C5874,Saturday,No Information Available,,Preschool 3,17,17,Food Permit
C5874,Sunday,No Information Available,,School Age 1,17,17,No Information Available
C5874,,,,School Age 2,17,17,Transportation
C5874,,,,,,,No
C5874,,,,,,,
C5874,,,,,,,
,,,,,,,
,,,,,,,
C6147,Monday,6:00 AM - 5:59 AM,,Services,FullTime,PartTime,Capacity
C6147,Tuesday,6:00 AM - 5:59 AM,,Infant 1,30,27,6 Children
C6147,Wednesday,6:00 AM - 5:59 AM,,Toddler 1,30,27,CCCAP Subsidy
C6147,Thursday,6:00 AM - 5:59 AM,,Toddler 2,30,27,Accepted
C6147,Friday,6:00 AM - 5:59 AM,,Preschool 1,30,27,Acceditations
C6147,Saturday,6:00 AM - 5:59 AM,,Preschool 2,30,27,No
C6147,Sunday,6:00 AM - 5:59 AM,,Preschool 3,30,27,Food Permit
C6147,,,,School Age 1,30,27,No Information Available
C6147,,,,School Age 2,30,27,Transportation
C6147,,,,School Age 3,25,27,No
C6147,,,,,,,
C6147,,,,,,,
,,,,,,,
,,,,,,,
C62463,Day,Time,,Services,FullTime,PartTime,Capacity
C62463,Monday,6:00 AM - 11:59 PM,,Infant 1,26,19,6 Children
C62463,Tuesday,6:00 AM - 11:59 PM,,Toddler 1,26,19,CCCAP Subsidy
C62463,Wednesday,6:00 AM - 11:59 PM,,Toddler 2,26,19,Accepted
C62463,Thursday,6:00 AM - 11:59 PM,,Preschool 1,25,18,Acceditations
C62463,Friday,6:00 AM - 11:59 PM,,Preschool 2,25,18,No Information Available
C62463,Saturday,No Information Available,,Preschool 3,25,18,Food Permit
C62463,Sunday,No Information Available,,School Age 1,21,15,No Information Available
C62463,,,,School Age 2,21,15,Transportation
C62463,,,,School Age 3,21,15,No
C62463,,,,,,,
C62463,,,,,,,
,,,,,,,
,,,,,,,
C63316,Day,Time,,Services,FullTime,PartTime,Capacity
C63316,Monday,6:00 AM - 6:00 PM,,Infant 1,20,20,6 Children
C63316,Tuesday,6:00 AM - 6:00 PM,,Toddler 1,20,20,CCCAP Subsidy
C63316,Wednesday,6:00 AM - 6:00 PM,,Toddler 2,20,20,Accepted
C63316,Thursday,6:00 AM - 6:00 PM,,Preschool 1,20,20,Acceditations
C63316,Friday,6:00 AM - 6:00 PM,,Preschool 2,20,20,No Information Available
C63316,Saturday,No Information Available,,Preschool 3,20,20,Food Permit
C63316,Sunday,No Information Available,,School Age 1,20,20,No Information Available
C63316,,,,School Age 2,20,20,Transportation
C63316,,,,School Age 3,20,20,No
C63316,,,,,,,
C63316,,,,,,,
,,,,,,,
,,,,,,,
C6378,Day,Time,,Services,FullTime,PartTime,Capacity
C6378,Monday,6:30 AM - 11:30 PM,,Infant 1,30,25,6 Children
C6378,Tuesday,6:30 AM - 11:30 PM,,Toddler 1,30,25,CCCAP Subsidy
C6378,Wednesday,6:30 AM - 11:30 PM,,Toddler 2,30,25,Accepted
C6378,Thursday,6:30 AM - 11:30 PM,,Preschool 1,25,20,Acceditations
C6378,Friday,6:30 AM - 11:30 PM,,Preschool 2,25,20,No
C6378,Saturday,No Information Available,,Preschool 3,25,20,Food Permit
C6378,Sunday,No Information Available,,School Age 1,25,20,No Information Available
C6378,,,,School Age 2,25,20,Transportation
C6378,,,,,,,No
C6378,,,,,,,
C6378,,,,,,,
,,,,,,,
,,,,,,,
C6416,Day,Time,,Services,FullTime,PartTime,Capacity
C6416,Monday,6:00 AM - 6:00 PM,,Infant 1,30,25,6 Children
C6416,Tuesday,6:00 AM - 6:00 PM,,Toddler 1,25,23,CCCAP Subsidy
C6416,Wednesday,6:00 AM - 6:00 PM,,Toddler 2,25,23,Accepted
C6416,Thursday,6:00 AM - 6:00 PM,,Preschool 1,25,23,Acceditations
C6416,Friday,6:00 AM - 6:00 PM,,Preschool 2,25,23,No
C6416,Saturday,No Information Available,,Preschool 3,25,23,Food Permit
C6416,Sunday,No Information Available,,School Age 1,25,23,No Information Available
C6416,,,,School Age 2,25,23,Transportation
C6416,,,,School Age 3,25,23,No
C6416,,,,,,,
C6416,,,,,,,
,,,,,,,
,,,,,,,
C64310,Day,Time,,Services,FullTime,PartTime,Capacity
C64310,Monday,6:00 AM - 11:00 PM,,Infant 1,21,18,6 Children
C64310,Tuesday,6:00 AM - 11:00 PM,,Toddler 1,20,16,CCCAP Subsidy
C64310,Wednesday,6:00 AM - 11:00 PM,,Toddler 2,20,16,Accepted
C64310,Thursday,6:00 AM - 11:00 PM,,Preschool 1,20,16,Acceditations
C64310,Friday,6:00 AM - 11:00 PM,,Preschool 2,20,16,No Information Available
C64310,Saturday,6:00 AM - 11:00 PM,,Preschool 3,20,15,Food Permit
C64310,Sunday,No Information Available,,School Age 1,19,14,No Information Available
C64310,,,,School Age 2,19,14,Transportation
C64310,,,,,,,No
C64310,,,,,,,
C64310,,,,,,,
,,,,,,,
,,,,,,,
C64399,Day,Time,,Services,FullTime,PartTime,Capacity
C64399,Monday,6:45 AM - 12:00 AM,,Infant 1,24,17,6 Children
C64399,Tuesday,6:45 AM - 12:00 AM,,Toddler 1,22,17,CCCAP Subsidy
C64399,Wednesday,6:45 AM - 12:00 AM,,Toddler 2,22,17,Accepted
C64399,Thursday,6:45 AM - 12:00 AM,,Preschool 1,20,17,Acceditations
C64399,Friday,6:45 AM - 12:00 AM,,Preschool 2,18,17,No Information Available
C64399,Saturday,6:45 AM - 12:00 AM,,Preschool 3,18,17,Food Permit
C64399,Sunday,6:45 AM - 12:00 AM,,School Age 1,18,17,No Information Available
C64399,,,,School Age 2,18,17,Transportation
C64399,,,,,,,No
C64399,,,,,,,
C64399,,,,,,,
,,,,,,,
,,,,,,,
C6461,Day,Time,,Services,FullTime,PartTime,Capacity
C6461,Monday,6:00 AM - 11:00 PM,,Infant 1,26,19,6 Children
C6461,Tuesday,6:00 AM - 11:00 PM,,Toddler 1,26,19,CCCAP Subsidy
C6461,Wednesday,6:00 AM - 11:00 PM,,Toddler 2,26,19,Accepted
C6461,Thursday,6:00 AM - 11:00 PM,,Preschool 1,25,18,Acceditations
C6461,Friday,6:00 AM - 11:00 PM,,Preschool 2,25,18,No
C6461,Saturday,No Information Available,,Preschool 3,25,18,Food Permit
C6461,Sunday,No Information Available,,School Age 1,21,15,No Information Available
C6461,,,,School Age 2,21,15,Transportation
C6461,,,,School Age 3,21,15,No
C6461,,,,,,,
C6461,,,,,,,
,,,,,,,
,,,,,,,
C6495,Day,Time,,Services,FullTime,PartTime,Capacity
C6495,Monday,6:00 AM - 6:00 PM,,Infant 1,30,,6 Children
C6495,Tuesday,6:00 AM - 6:00 PM,,Toddler 1,30,,CCCAP Subsidy
C6495,Wednesday,6:00 AM - 6:00 PM,,Toddler 2,30,,Accepted
C6495,Thursday,6:00 AM - 6:00 PM,,Preschool 1,30,,Acceditations
C6495,Friday,6:00 AM - 6:00 PM,,Preschool 2,30,,No
C6495,Saturday,No Information Available,,Preschool 3,30,,Food Permit
C6495,Sunday,No Information Available,,School Age 1,30,,No Information Available
C6495,,,,School Age 2,30,,Transportation
C6495,,,,,,,No
C6495,,,,,,,
C6495,,,,,,,
,,,,,,,
,,,,,,,
C6537,Day,Time,,Services,FullTime,PartTime,Capacity
C6537,Monday,6:00 AM - 9:00 PM,,Infant 1,22,20,6 Children
C6537,Tuesday,6:00 AM - 9:00 PM,,Toddler 1,22,20,CCCAP Subsidy
C6537,Wednesday,6:00 AM - 9:00 PM,,Toddler 2,22,20,Accepted
C6537,Thursday,6:00 AM - 9:00 PM,,Preschool 1,19,19,Acceditations
C6537,Friday,6:00 AM - 9:00 PM,,Preschool 2,19,19,No
C6537,Saturday,No Information Available,,Preschool 3,19,19,Food Permit
C6537,Sunday,No Information Available,,School Age 1,17,20,No Information Available
C6537,,,,School Age 2,17,20,Transportation
C6537,,,,School Age 3,17,20,No
C6537,,,,,,,
C6537,,,,,,,
,,,,,,,
,,,,,,,
C65893,Day,Time,,Services,FullTime,PartTime,Capacity
C65893,Monday,5:00 AM - 11:00 PM,,Infant 1,25,18,6 Children
